ΣＤ（・ω・＠）【ＨＥＬＬＯ】）ω・）Ｂ＾☆,,,-5121,名詞,一般,*,*,*,*,*,*,*,kaomoji
アブネ━━━━Σ（゜д゜；）━━━━！！,,,-3825,名詞,一般,*,*,*,*,*,*,*,kaomoji
クルクル（・＿・）（＿・）（）（・＿）Ｖ（゜∇＾＊）⌒☆ブイブイッ！,,,-13586,名詞,一般,*,*,*,*,*,*,*,kaomoji
ネー（★´・д・）（・д・‘☆）ネー,,,-2568,名詞,一般,*,*,*,*,*,*,*,kaomoji
ヤ　（　　　´　　・　　д　　・　　‘,,,-3191,名詞,一般,*,*,*,*,*,*,*,kaomoji
ヨロ━━━Ｄ（。ゝд・）━━━！！,,,-1954,名詞,一般,*,*,*,*,*,*,*,kaomoji
ワーイ♪♪＼（＾ω＾＼）（ ／＾ω＾）／♪♪ワーイ,,,-7132,名詞,一般,*,*,*,*,*,*,*,kaomoji
癶（癶；゜ё゜；）癶 カサカサ,,,-760,名詞,一般,*,*,*,*,*,*,*,kaomoji
！！！！！！（゜ロ゜屮）屮,,,387,名詞,一般,*,*,*,*,*,*,*,kaomoji
！！！！プンプン （（（Ｏ（｀・∧・´）Ｏ））） プンプン！,,,-10645,名詞,一般,*,*,*,*,*,*,*,kaomoji
！！！∑（゜ロ゜！（゜ペ？）？？？,,,-1954,名詞,一般,*,*,*,*,*,*,*,kaomoji
！！！ウワー（（（（爾△爾））））ー,,,-2568,名詞,一般,*,*,*,*,*,*,*,kaomoji
！！（ ； ロ）゜ ゜,,,1483,名詞,一般,*,*,*,*,*,*,*,kaomoji
！！（⊃ Д）⊃≡゜ ゜,,,942,名詞,一般,*,*,*,*,*,*,*,kaomoji
！？（゜〇゜；）マ、マジ．．．,,,-760,名詞,一般,*,*,*,*,*,*,*,kaomoji
！？工エエェ（゜〇゜ ；）ェエエ工！？,,,-3191,名詞,一般,*,*,*,*,*,*,*,kaomoji
！゜＋．（・∀・）．＋゜．。ＯＯヨ☆ロ★シ☆ク！,,,-6453,名詞,一般,*,*,*,*,*,*,*,kaomoji
！Ｏ（⌒囗⌒）ＯΨ イッタダキマーーース！！,,,-5121,名詞,一般,*,*,*,*,*,*,*,kaomoji
！Σ（＞０＜）☆Ｌ１Ｌ９Ｌ・Ｌ：：：Ｌ※Ｌ川Ｌ囗圈固Ｌ東Ｌ南Ｌ西Ｌ北Ｌ北ＬＯ（・∀,,,-18983,名詞,一般,*,*,*,*,*,*,*,kaomoji
！Σ（▼□▼メ）,,,3014,名詞,一般,*,*,*,*,*,*,*,kaomoji
！ハーイ質問デス（ノ’‐＾）‐☆,,,-1351,名詞,一般,*,*,*,*,*,*,*,kaomoji
‐”‐）／～～ ココジャァ,,,387,名詞,一般,*,*,*,*,*,*,*,kaomoji
＄＄ＨＥＬＬＯ（＊・ε・＊）⌒ＢＶ◎！,,,-3191,名詞,一般,*,*,*,*,*,*,*,kaomoji
＄゜Ｏ。Ｏ゜ハッピー（´・Ｖ・｀Ｏ）メリークリスマス（Ｏ´・Ｖ・｀）ハッピー゜Ｏ。Ｏ゜＄,,,-21385,名詞,一般,*,*,*,*,*,*,*,kaomoji
（’‐’,,,4787,名詞,一般,*,*,*,*,*,*,*,kaomoji
（゜‐゜,,,4787,名詞,一般,*,*,*,*,*,*,*,kaomoji
（＇‐＇ゝ（゜□゜ゝ（゜～゜ゝヽ（＾▽＾）ノ ミニモニ♪,,,-9217,名詞,一般,*,*,*,*,*,*,*,kaomoji
（＇ー＇） フフ,,,3014,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ 　　‐　　＿　　‐　　）ジッ,,,-1351,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　 　）Ｙ‐～～ （　 ＞）Ｙ‐～～（　＞‐）Ｙ‐,,,-7819,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　 　）Ｙ‐～～（　 ´）Ｙ‐～～（　´‐）Ｙ‐～,,,-7819,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ 　 ）Ｙ‐～～（ ´）Ｙ‐～～（ ´‐）Ｙ‐～～（´ー,,,-9927,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ 　 ）ノ～（　 ）ノ～（　 ）ノ～～バイバイーッ！！,,,-9217,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　　　＜（（●））＞　＿　＜（（●））＞　　）ジィーッ,,,-9217,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　 ゜ ▽ ゜,,,3014,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　 ゜ ▽ ゜ ；）エッ！！,,,-760,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　　　───┬＿＿＿───┬）ジロッ,,,-3191,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ‐ ゛‐） ジッー,,,1483,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ 　）’）ＣＨＵ♪,,,2009,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　　）Ｙ‐～～ （ Ｔ）Ｙ‐～～（ Ｔ‐）Ｙ‐～～（Ｔ,,,-9217,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ 　）Ｙ‐～～（ ＊゜）Ｙ‐～～（ ＊゜ー）Ｙ‐～～（＊,,,-9927,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ゜ー）ロ―――――――――――――――――ロ（゜ー゜）ツナガッテルネ、イドウ,,,-18194,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ 　゜，＿ゝ゜）バカジャネーノ,,,-1351,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ‐ 。‐）ノ”” オイオイ,,,-760,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ‐ ＿ゞ ゴシゴシ （´０｀）ゞファー,,,-4469,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ー‘дー´）キリッ,,,1483,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ 　￣）Ｙ―ＯＯ０Ｏ０Ｏ〇○＊＊ パチン,,,-4469,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　　￣￣￣￣　　▽　　￣￣￣￣　　　）　。）,,,-5783,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　　￣￣￣￣　　▽　　￣￣￣ホ,,,-1351,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　　´　　　▽　　　｀　　）ノちわぁ,,,-3191,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　　●　　　´　　ε　　｀　　●　　）ノ～～バィバィッ！！,,,-10645,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ 　・　＿　・ 　）ジー,,,387,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ―・─ ＿＿＿＿＿ ─・─ ） ジロリ,,,-4469,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　 ‐Ｏ）Ｙ‐～～～ スパー,,,-760,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ーＯー）Ｏ━━☆［［［［Д］］］］ゴーーーン！！,,,-7819,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ゜ ρ ゜ ）ボー,,,1483,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ゜ ρ ゜ ）ボーーーー,,,-180,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　 Д ）　゜　゜,,,2009,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　 ゜Д゜）⊃⌒＞゜）））彡 カルシウムとれやフォルァ！！,,,-10645,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ーノー）Ｏ／”Ω ポクポクポク…,,,-2568,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　ー人ー）｜｜｜～～～ ナムナム,,,-1954,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ”・ω・゛）ヨボーン,,,942,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＃‘ ￢´＃） ノコラ！,,,-180,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　（　（ （ （ ヾ（ ゜д゜）ノ゛ ） ） ）　）　） バリヤー,,,-13586,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　（　（ （ （ （゜∀゜） ） ） ）　）　） デンパ,,,-9927,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　（ （（（＿⊿＿）　ゴロン,,,-760,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ （　（＿＿｜｜｜）　） ）　どよぉ～ん。。。,,,-6453,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ （￣ （ー￣（ ー￣（￣ー￣（￣ー￣））ヒダリムケーニヤリッ！,,,-12840,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ （￣ （ー￣（ ー￣（￣ー￣（￣ー￣））左ムケー！ニヤリッ！！,,,-12840,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　（≪●≫）　）Д（　（≪●≫）　）ギロッ,,,-5121,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ （ミ｀エ´ミ）） ククク・・,,,-1351,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ （ミ´ω‘ミ））ジイィィーーー,,,-1954,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ‐‐） ・・・・・・ジィ‐・・・・,,,-3191,名詞,一般,*,*,*,*,*,*,*,kaomoji
（‐‐ ）（ ‐‐）（‐‐ ）（ ‐‐）ウウン,,,-5783,名詞,一般,*,*,*,*,*,*,*,kaomoji
（‐‐ ）（ ‐‐）（‐‐ ）（ ‐‐）ううん,,,-5783,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　）（　＝）（　＝￣）（　＝￣∇）（＝￣∇￣）（＝￣∇￣＝）Ｖニィ♪,,,-14338,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ゜‐゜）（ ゜ロ゜）（（ ロ゜）゜（（（　ロ）～゜ ゜ナント！！！,,,-14338,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　）／！ーロハ ンッ（ ・） コッチダ！（＾ー＾）／ハロー！！,,,-12101,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　）／！‐ろは　んっ（ ＾）　こっちだ！（＾‐＾）／はろ‐！！,,,-12101,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ‐‐）／鹵＝＝３（。＾。）殺虫剤 殺虫剤,,,-5121,名詞,一般,*,*,*,*,*,*,*,kaomoji
（゜゜ ）☆＼（＾＾ ；）☆＼（｀‐´メ） つっこみのつっこ,,,-10645,名詞,一般,*,*,*,*,*,*,*,kaomoji
（‐‐ ）Ｏ＜ ヌスミギキッ,,,-180,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊ ＾）ＯＯ（＾ ＊） クスクス,,,-2568,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊‐）（ 。‐＊） チュ,,,-180,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊＾）＾＊）チュウ,,,1483,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　＊゜＿）ノぉはよ━━ぅ！,,,-180,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊￣）Ｍ 〔十〕 アーメン,,,-760,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊´・∀・）ノ才 ゛ノ 力 ν ‐‐‐＝＝≡≡＜ドゾ☆＞Σ（・ω・｀ノ）ノ,,,-17410,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　＊´ω）ノ～゜■チャリーン　　（＊´人｀）．。ＯＯ（良い年になりますように…。）,,,-19778,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊´‐ω・）ン？,,,2009,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊´エ‘）つ≡≡≡愛愛愛）Д‘）グシャ,,,-4469,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊´ノд‘）コショショ,,,387,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊´ノェ‘）コチョーリ,,,387,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊´艸）（ 艸｀＊）ププッ,,,-760,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊´艸‘）クスクス,,,1483,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊´艸｀）クスッ♪,,,1483,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊゜∀゜）・；’．、グハッ！！,,,-1954,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊゜∀゜）Ｖ―．Ｏ．ＯＯ．Ｏ○．Ｏ゜：゜○：。：Ｏシャボンダマ♪,,,-13586,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊’∀’）アハハ八八ノヽノヽノヽノ ＼ ／ ＼／ ＼,,,-9217,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊・ω・）＊＿ ＿））ペコリン,,,-1954,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊’３‘）ノ,,,3014,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊’ｗ’）Ｂ,,,3014,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊ω＊）Ｙ─┛○Ｏ。,,,942,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊゜ェ゜）ノ,,,3014,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊゜ェ゜）ン？,,,2520,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＊ノェ゜）Ｂ ★─お見事─★,,,-1351,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ，，｀・ ω´・）,,,1483,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ゜，＿¨゜）´，＿¨｀）゜，＿¨゜）´，＿¨｀）　ウムウム,,,-11370,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　゜，＿・・゜）,,,2520,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　゜，＿・・゜）ブブブッ,,,387,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ‐．‐） ＝зフウー,,,942,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ．；´；＿ゝ；‘：，）；゛；｀；：゛；｀；：ヤメテヨ,,,-9217,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ －。－）スゥー・・・ （ ゜口゜）オメデトーー！！,,,-8514,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ‐。‐）スーーー・・・（ノ゜ο゜）ノ オメデトォォォーーー,,,-11370,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ‐。‐）スゥーーー・・・ （ ゜口゜）さらば～,,,-7132,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ‐。‐）スゥーーー・・・ （ｏ＞ロ＜）ｏコンバンハアアアアアアアア,,,-14338,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ‐。‐）スゥーーー・・・　（ノ ゜口゜）ノさらばじゃ,,,-9217,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ 。‐＿‐。）ε・ ） チュッ,,,-1351,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　。∀゜）ノ゛ナカーマ,,,942,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ 。・＿・。）人（。・＿・。 ）,,,-1954,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ 。・・）／⌒□ポイ,,,1483,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ 。‐ω‐）‐ω‐）‐ω‐） シーン・・・,,,-5121,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　／Ｏ｀）オハヨ～,,,2009,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ； ゜д）ザワ（；゜д゜；）ザワ（д゜； ）,,,-6453,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ； ロ）゜ ゜,,,2520,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ；‐（エ）‐）ゞクマッタナァ…,,,-1954,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ；＾ω＾）,,,3490,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ；￣ω￣）ゞイテテ・・・,,,-180,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　；´）Д（｀ ） ＜うそ～ん,,,-1351,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ；´‐‘）。ＯＯ（ぇ・・・）,,,-1351,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ；´・ω・）,,,3014,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ；´Д‘）,,,3490,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ；´Д｀）いやぁぁぁぁぁー！,,,-1351,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ；´Д‘）スッ、スバラスィ,,,-760,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ；゜∀゜）,,,3490,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ；゜∀゜）・；’．、,,,942,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ；∀；）,,,3945,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　；∀；） イイハナシダナー,,,-760,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　；∀；） カンドーシタ,,,387,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ；￢＿）ジーーーッ,,,1483,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ；・‘д・´）,,,2520,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ；・‘д・´）ナ、ナンダッテー！！,,,-3191,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ；・∀・）,,,3490,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ；・・）ユ＿＿＿ アイロンかけなきゃ,,,-3825,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ；゜Д゜）Ｙ─┛～～,,,942,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ；゜д゜）ェ．．．．．．,,,-180,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ；ノ´Д｀）ノ≪ダメ━ヤダ━アカン━マジ━却ノ,,,-7132,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ；゜皿゜）ノシΣバンバン！！,,,-1351,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ？？ 益？）Ｙ━・～荒らすんじゃねーよ？,,,-5121,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ？´＿ゝ｀）,,,3014,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ？д？）ムゥ,,,3014,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　＾ （●●）－）＝☆ブッフーン♪,,,-2568,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾，＿ゝ＾）ニコッ,,,1483,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾．＾）（ ‐．‐）（ ＿ ＿） ドウモ,,,-5121,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾‐＾）／：★＊☆オメデト♪,,,-1351,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾＾）／＼（＾＾ ）　ナ カ マ ！ ！,,,-5121,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾‐＾）／Ｕ （ ＾‐＾）／Ｕ☆Ｕ＼（＾‐＾ ） Ｕ＼（＾‐＾ ）カンパイ,,,-17410,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾＾）／ロ≧☆チン！≦ロ＼（＾＾ ）,,,-3825,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾‐＾）／且☆且＼（＾‐＾ ）,,,-1954,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾‐＾）ノ（＊ ＾‐＾）ノこんばんわぁ♪,,,-5121,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾＾）人（＾＾ ）,,,1483,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾＿＾）／ やぁ！,,,1483,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾＿＾）／＼（＾＿＾ ）オナカマ,,,-2568,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾＿＾）／▼☆▼＼（＾＿＾ ） カンパーイ,,,-5783,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾＿＾）ロ‐‐‐‐‐‐‐‐‐ロ（＾＿＾ ）℡♪,,,-7132,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　＾×＾）アンタモネー,,,942,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　＾∀＾）,,,3945,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾∀＾）／才ノヽ∋ ー＼（ ＾∀＾）,,,-3825,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　＾∀＾）ゲラゲラ,,,2009,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾∇＾）σ）゜ー゜）プニッ,,,-760,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾∇＾）キャキャキャ,,,942,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ‐＾▽＾‐）＝Ｏ＝（´〓｀ ）　あくしゅ♪,,,-5783,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾▽＾）σ）゜ー゜）プニッ,,,-760,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾▽＾）σ）～０～）プニッ♪,,,-1351,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾Ｏ）‐Ｏ＜パッパラッパ～♪お♪め♪で♪とぉー♪♪,,,-8514,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾Ｏ＾）ノ◇ ザブトン１マイ,,,-1351,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　＾Ｖ＾　）,,,3490,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　＾ν＾）,,,3945,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾ΦωΦ）Ｙ─┛～～～ＯΟ◯,,,-1351,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾ω＾ ）,,,3490,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾ω＾ ）どうしてこうなった！,,,-1954,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾ω＾ ）どうしてこうなった！？,,,-2568,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾ω＾ ）ニコニコ,,,1483,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　＾ω＾）,,,3945,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　＾ω＾）・・・,,,2520,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾ω＾）おっ,,,3014,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　＾ω＾）おっは,,,2520,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　＾ω＾）おもすれー,,,1483,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　＾ω＾）よろしくだお,,,942,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　＾ω＾）ワクワク,,,2009,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＾Д＾ 。）（ ‐ｖ‐。 ）（ ＾Д＾ 。）（ ‐ｖ‐ 。）ウンウン,,,-15097,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＿ ）．。ｏＯＯ　グゥグゥ・。・・,,,-3191,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＿ ＿ ）．。ｏ○,,,1483,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ‐＿‐）σ定説デス ！！！ ξξξ（゜゜☆ （゜゜☆ （゜ｏ゜） （ё ）＿（＿．＿）,,,-22197,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ‐＿‐）人（‐＿‐ ）ナカマミタイネ。。。,,,-5783,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ゜＿ゝ゜）ノ,,,3014,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ゜＿ゝ゜）ノｏｈａー,,,942,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ＿Ｏ＿）,,,3945,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ゜＿ノ゜）．．．ン？,,,942,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ｀，＿・・´）フンッ,,,942,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ｀．∀´）イヒッ（旭化成風）,,,-1351,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ｀．∀´）ヤスダケイ,,,942,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ‘＾ω＾）＝３,,,2520,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　‘＿ゝ´）,,,3490,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ‘＿ゝ´）フォォー,,,1483,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　｀＿ゝ´）ムッ,,,2520,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　｀ー´）いいんじゃネーノ？,,,-760,名詞,一般,*,*,*,*,*,*,*,kaomoji
（゛ ｀‐´）／ コラッ！！,,,-180,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　｀∀´）,,,3945,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ‘・∀・）ノ,,,3014,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ｀・∀・´）ノヨロシク,,,387,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ‘ι´；）ククク,,,2009,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ‐‘σд´‐）,,,2520,名詞,一般,*,*,*,*,*,*,*,kaomoji
（　｀д´） ケッ！,,,2009,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ｀Д´）／,,,3490,名詞,一般,*,*,*,*,*,*,*,kaomoji
（ ｀д´）Ｂ オッケー！,,,387,名詞,一般,*,*,*,*,*,*,*,kaomoji
